,Id,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubClass_20.0,MSSubClass_30.0,MSSubClass_40.0,MSSubClass_45.0,MSSubClass_50.0,MSSubClass_60.0,MSSubClass_70.0,MSSubClass_75.0,MSSubClass_80.0,MSSubClass_85.0,MSSubClass_90.0,MSSubClass_120.0,MSSubClass_160.0,MSSubClass_180.0,MSSubClass_190.0,MSSubClass_nan,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MSZoning_nan,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Neighborhood_nan,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition1_nan,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Condition2_nan,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BldgType_nan,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofStyle_nan,RoofMatl_CompShg,RoofMatl_Other,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofMatl_nan,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior1st_nan,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CemntBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_WdShing,Exterior2nd_nan,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MasVnrType_nan,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Foundation_nan,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscFeature_nan
105,106,75.0,9375,1,0,3,2,3,2,2,2.0,8,5,2003,2004,768.0,3,2,5,2,0,1,0,1,0,1053,1053,0,4,1,3,1053,939,0,1992,0,0,2,1,3,1,3,9,7,1,3,4,2003.0,2,2,648,3,2,2,140,45,0,0,0,0,0,3,0,8,2008,2,1,250000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
106,107,60.0,10800,1,1,3,2,3,2,2,1.0,4,7,1885,1995,0.0,2,2,2,2,0,1,0,1,0,641,641,0,3,1,3,1047,0,0,1047,0,0,1,0,2,1,2,6,7,0,3,2,1954.0,1,1,273,2,1,0,0,0,0,0,0,0,0,3,450,8,2007,2,1,100000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
107,108,50.0,6000,1,0,3,2,3,2,2,1.0,5,5,1948,1950,0.0,2,2,3,2,0,5,104,4,169,516,789,0,4,1,3,789,0,0,789,0,0,1,0,2,1,2,5,7,0,3,2,1948.0,1,1,250,3,2,2,0,0,0,0,0,0,0,3,0,4,2008,2,2,115000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
108,109,85.0,8500,1,0,3,2,3,2,2,1.33,5,7,1919,2005,0.0,2,2,3,2,0,1,0,1,0,793,793,1,2,0,1,997,520,0,1517,0,0,2,0,3,1,1,7,7,0,3,0,,0,0,0,0,2,0,0,0,144,0,0,0,0,3,0,8,2007,2,1,115000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
109,110,105.0,11751,1,0,2,2,3,2,2,1.0,6,6,1977,1977,480.0,2,2,4,2,0,4,705,1,0,1139,1844,0,4,1,3,1844,0,0,1844,0,0,2,0,3,1,2,7,7,1,2,4,1977.0,2,2,546,3,2,2,0,122,0,0,0,0,0,2,0,1,2010,1,1,190000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
110,111,75.0,9525,1,0,3,2,3,2,2,1.33,6,4,1954,1972,0.0,2,2,3,1,0,3,444,1,0,550,994,0,3,1,3,1216,639,0,1855,0,0,2,0,4,1,2,7,7,0,3,4,1954.0,1,1,325,3,2,2,182,0,0,0,0,0,0,3,0,10,2006,2,1,136900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
111,112,70.04995836802665,7750,1,0,2,2,3,2,2,1.66,7,5,2000,2000,0.0,2,2,4,2,0,6,250,1,0,134,384,0,4,1,3,774,656,0,1430,0,0,2,1,3,1,2,7,7,1,2,3,2000.0,3,2,400,3,2,2,180,0,0,0,0,0,0,3,0,4,2010,2,1,180000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
112,113,77.0,9965,1,0,3,2,3,2,2,2.0,7,5,2007,2007,220.0,3,2,5,2,2,6,984,1,0,280,1264,0,4,1,3,1282,1414,0,2696,1,0,2,1,4,1,4,10,7,1,3,3,2007.0,3,3,792,3,2,2,120,184,0,0,168,0,0,3,0,10,2007,3,2,383970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
113,114,70.04995836802665,21000,1,0,3,1,3,2,2,1.0,6,5,1953,1953,184.0,2,3,4,2,1,5,35,3,869,905,1809,0,2,1,3,2259,0,0,2259,1,0,2,0,3,1,3,7,7,2,3,2,1953.0,1,2,450,3,2,2,166,120,192,0,0,0,0,2,0,10,2007,1,0,217000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
114,115,61.0,7259,1,0,2,2,3,2,1,2.0,6,8,1945,2002,0.0,2,2,3,2,0,5,774,2,150,104,1028,0,4,1,3,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,2,2,1945.0,1,1,180,3,2,2,224,0,0,0,0,0,0,2,0,7,2007,2,1,259500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
115,116,34.0,3230,1,2,3,2,3,2,2,2.0,6,5,1999,1999,1129.0,2,2,4,2,0,6,419,1,0,310,729,0,3,1,3,729,729,0,1458,0,0,2,1,2,1,2,5,7,1,1,2,1999.0,1,2,440,3,2,2,0,32,0,0,0,0,0,3,0,6,2007,2,1,176000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
116,117,70.04995836802665,11616,1,0,3,2,3,2,2,1.0,5,5,1962,1962,116.0,2,2,3,2,0,2,170,4,670,252,1092,0,2,1,3,1092,0,0,1092,0,1,1,0,3,1,2,6,7,1,0,4,1962.0,1,1,288,3,2,2,0,20,144,0,0,0,0,3,0,9,2009,2,1,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
117,118,74.0,8536,1,0,3,2,3,2,2,1.0,5,5,2006,2007,0.0,2,2,4,2,0,1,0,1,0,1125,1125,0,3,1,3,1125,0,0,1125,0,0,1,1,2,1,2,5,7,0,3,4,2007.0,1,2,430,3,2,2,80,64,0,0,0,0,0,3,0,4,2007,3,2,155000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
118,119,90.0,12376,1,0,3,2,3,2,2,2.0,7,5,1990,1990,0.0,2,2,4,2,1,6,1470,1,0,203,1673,0,3,1,3,1699,1523,0,3222,1,0,3,0,5,1,3,11,7,2,2,4,1990.0,1,3,594,3,2,2,367,0,0,0,0,0,0,3,0,5,2010,2,1,320000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
119,120,65.0,8461,1,0,3,2,3,2,2,2.0,6,5,2005,2006,0.0,3,2,4,2,0,1,0,1,0,728,728,0,4,1,3,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,3,4,2005.0,3,2,390,3,2,2,0,24,0,0,0,0,0,3,0,7,2006,3,2,163990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120,121,70.04995836802665,21453,1,0,2,0,3,3,0,1.66,6,5,1969,1969,0.0,2,2,3,2,3,5,938,1,0,0,938,0,4,1,3,988,0,0,988,1,0,1,0,1,1,2,4,7,2,2,4,1969.0,1,2,540,3,2,2,0,130,0,130,0,0,0,3,0,10,2006,2,1,180000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
121,122,50.0,6060,1,0,3,2,3,2,2,1.33,4,5,1939,1950,0.0,2,2,3,2,0,1,0,1,0,732,732,0,3,1,3,772,351,0,1123,0,0,1,0,3,1,2,4,7,0,3,2,1979.0,1,1,264,3,2,1,0,0,140,0,0,0,0,2,0,6,2007,2,1,100000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
122,123,75.0,9464,1,0,3,2,3,2,2,1.0,6,7,1958,1958,135.0,2,3,3,2,0,4,570,1,0,510,1080,0,3,1,3,1080,0,0,1080,0,0,1,0,3,1,2,5,7,0,3,4,1958.0,1,1,288,3,2,2,0,0,0,0,130,0,0,3,0,6,2008,2,1,136000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
123,124,55.0,7892,1,0,3,2,3,2,2,1.0,6,5,1993,1993,0.0,3,2,4,2,0,6,300,1,0,899,1199,0,4,1,3,1199,0,0,1199,0,0,2,0,2,1,3,5,7,0,3,4,1993.0,2,2,530,3,2,2,0,63,0,0,0,0,0,3,0,3,2008,2,1,153900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
124,125,48.0,17043,1,0,2,2,3,3,2,1.0,6,5,1979,1998,0.0,2,3,4,1,0,1,0,1,0,1362,1362,0,2,1,3,1586,0,0,1586,0,0,2,0,3,1,2,7,7,1,2,4,1979.0,1,2,435,3,2,2,192,0,0,0,0,0,0,3,0,1,2009,2,1,181000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
125,126,60.0,6780,1,0,3,2,3,2,2,1.33,6,8,1935,1982,0.0,2,1,3,2,2,6,490,1,0,30,520,0,3,0,3,520,0,234,754,1,0,1,0,2,1,2,5,7,0,3,0,,0,0,0,0,2,0,53,0,0,0,0,0,0,3,0,6,2006,2,1,84500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
126,127,70.04995836802665,4928,1,0,2,2,3,2,2,1.0,6,5,1976,1976,0.0,2,2,4,2,0,5,120,1,0,958,1078,0,2,1,3,958,0,0,958,0,0,2,0,2,1,2,5,7,1,2,4,1977.0,2,2,440,3,2,2,0,205,0,0,0,0,0,3,0,2,2007,2,1,128000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
127,128,55.0,4388,1,0,2,1,3,2,2,1.66,5,7,1930,1950,0.0,2,3,3,2,0,2,116,1,0,556,672,0,4,1,3,840,0,0,840,0,0,1,0,3,1,2,5,7,1,2,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,6,2007,2,1,87000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
128,129,69.0,7590,1,0,3,2,3,2,2,2.0,6,5,1966,1966,266.0,2,2,3,2,0,4,512,1,0,148,660,0,2,1,3,660,688,0,1348,0,0,1,1,3,1,2,6,7,1,1,4,1966.0,2,2,453,3,2,2,188,108,0,0,0,0,0,3,0,7,2006,2,1,155000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
129,130,69.0,8973,1,0,3,2,3,2,2,1.0,5,7,1958,1991,85.0,2,2,3,2,0,3,567,4,28,413,1008,0,2,1,2,1053,0,0,1053,0,1,1,1,3,1,4,6,7,0,3,2,1998.0,2,2,750,3,2,2,0,80,0,180,0,0,0,0,0,7,2006,2,0,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130,131,88.0,14200,1,0,3,2,3,2,2,2.0,7,6,1966,1966,309.0,2,2,3,2,0,3,445,1,0,479,924,0,4,1,3,1216,941,0,2157,0,0,2,1,4,1,3,8,7,2,3,4,1966.0,3,2,487,3,2,2,105,66,0,0,0,0,0,4,0,5,2006,2,1,226000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
131,132,70.04995836802665,12224,1,0,2,2,3,2,2,2.0,6,5,2000,2000,40.0,3,2,4,2,0,6,695,1,0,297,992,0,4,1,3,1022,1032,0,2054,1,0,2,1,3,1,3,7,7,1,2,3,2000.0,2,2,390,3,2,2,24,48,0,0,0,0,0,3,0,7,2009,2,1,244000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
132,133,75.0,7388,1,0,3,2,3,2,2,1.0,5,6,1959,2002,0.0,2,2,3,2,0,3,405,1,0,658,1063,0,3,1,3,1327,0,0,1327,1,0,1,0,3,1,3,7,7,0,3,2,1974.0,1,2,624,3,2,2,0,0,0,0,0,0,0,3,0,7,2007,2,1,150750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
133,134,70.04995836802665,6853,1,0,2,2,3,2,2,1.0,8,5,2001,2002,136.0,3,2,5,2,0,6,1005,1,0,262,1267,0,4,1,3,1296,0,0,1296,1,0,2,0,2,1,3,6,7,0,3,4,2001.0,3,2,471,3,2,2,192,25,0,0,0,0,0,3,0,6,2009,2,1,220000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
